sentiment,title,review
2,Good Light Soy Sauce,"This is a very good light soy sauce.Nice delicate color. Salty with good flavor.I think the previous reviewer was a bit confused about what light soy sauce actually is. Unlike many american products, the word 'light' in reference to soy sauce does not mean 'light' in undesirable ingredients like fat or salt.Light soy sauce actually has more salt in it that dark soy sauce. It is called light soy sauce because it is from the first pressing of soy beans and is lighter in color."
1,No one cares about the contents of this book.,"If you feel that your blog is getting a little too succint and you want to lighten it up with some real drivel go immediately to Ms. Mason's book, open any page and do what she tells you."
1,Marginal Text,"I used this book for a college-level linear algebra course and found it marginal. Although the author is clear, he skips steps and does not provide ANY answers to exercises in the back of the book. Sometimes you can find the answers to exercises in proofs contained in subsequent chapters. You really need a good professor (which I thankfully had) to get the most out of this course and book."
1,One long song that is repeatedly interupted by track changes.,"What on Earth is this supposed to be? Perhaps the title is more befitting of an adjective to describe this album than the band intended. Namely... nothing! The entire thing consists of a sonic bombardment of the most annoying distorted guitar tone one has ever heard. Rather a lot like putting your ear up to a really old, broken vaccuum cleaner and turning it off and on over and over again. Deafening nonsense. Those who find this review unhelpful: quick, get back to the mall before it closes!"
1,Do not buy this,"This product is junk it does not support DVDs from any other country except the US . Did not support our family vacation DVD from Asia. Sony a global company ,not so.WASTE OF MONEY!!!!!!"
1,Lousy,The sound and recording quality was terrible. RCA does not make a good recorder. Sony makes a good one. The RCA recording was nearly inaudible.
1,Jagged Little Pill was better.,"Alanis got a little desperate to make another CD, so she didn't try very hard. I admit, Thank U is a good song though. One in every 17 Americans own Jagged Little Pill."
1,"What exactly is your beauty, America?","As always Kevin Spacey does a great job but in my opinion it doesn't deserve an Oscar!Oh yes after you see the movie, you know that such stories usually get Oscars. But no one can understand why! If you analyze the movie deeply you'll see that it has to do with Hollywood stereotype against a specific type of discrimination! This is becoming the ""American Beauty"" trend since the early 90s!I give one Star for good acting + one Star for a nice way of telling a bad story with a shocking tragical ending... that is all!"
1,innaproprite/bad choice toy for a child,"This is clearly a bad choice toy to give a child.Faults: inspires plain/flat out gothic behavior, inspires evil, dark/scary looking features, slutty, innapropriate.Never in my life would i let a child play this toy."
1,Nice at first,"I could hardly wait to give this toy to my pet for x-mas. He did enjoy it while it lasted. As of Feb it no longer works and I don't see a way to possibly check the battery (if there is a battery) as the unit is contained inside. It was not handled roughly as I have a toy Brussels' Griffon. For whatever reason, it decided to stop working over night, and unfortunately, without the sound, my pet isn't interested it in."
2,Even adults never tire of this one!!!,I work in an elementary school with children of all ages and do a ton of babysitting. When I first heard this CD I fell in love with it. Every child that I've introduced to it has also loved it. It's one book/CD even an adult won't get tired of listening to!
1,Disappointing in the extreme,"This is the poorest writing and one of the worst books I've read in years. I would have put it down many times, except that the subject matter was so topical today. And that is the one redeeming factor of this book - it is a fictional account that could so easily be tomorrow's headlines. Still, it doesn't make up for the paper thin characters, forced plotting, and awful cliche-ridden writing style. I can only imagine the amount of editing that must have gone into bringing this book to market, and it still doesn't deserve to be sold."
